RESOLUTION,640,480,,,,
et_capture,et_send,,et_sequencer obtained from running sequencer.c,,,
0,0,,,,,
0,0,,,,,
0,0,,,wcet_capture,wcet_send,wcet_sequencer
0,0,,,0.008341s,0.00033s,0.0000004768s
0,0,,Approx ->,8.3ms,0.33ms,0.0005ms
0,0,,For Cheddar analysis ->,10ms,1ms,1ms
0,0,,Deadline/Period ->,50ms,50ms,10ms
0,0,,,,,
0,0,<-,ALL UNITS,SECONDS,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0,0,,,,,
0.003019,0.000111,,,,,
0.003019,0.000111,,,,,
0.003019,0.000111,,,,,
0.003019,0.000111,,,,,
0.003019,0.000111,,,,,
0.002641,6.70E-05,,,,,
0.002641,6.70E-05,,,,,
0.002641,6.70E-05,,,,,
0.002641,6.70E-05,,,,,
0.002641,6.70E-05,,,,,
0.002617,6.50E-05,,,,,
0.002617,6.50E-05,,,,,
0.002617,6.50E-05,,,,,
0.002617,6.50E-05,,,,,
0.002617,6.50E-05,,,,,
0.002602,6.30E-05,,,,,
0.002602,6.30E-05,,,,,
0.002602,6.30E-05,,,,,
0.002602,6.30E-05,,,,,
0.002602,6.30E-05,,,,,
0.002607,6.20E-05,,,,,
0.002607,6.20E-05,,,,,
0.002607,6.20E-05,,,,,
0.002607,6.20E-05,,,,,
0.002607,6.20E-05,,,,,
0.002584,6.70E-05,,,,,
0.002584,6.70E-05,,,,,
0.002584,6.70E-05,,,,,
0.002584,6.70E-05,,,,,
0.002584,6.70E-05,,,,,
0.002638,6.40E-05,,,,,
0.002638,6.40E-05,,,,,
0.002638,6.40E-05,,,,,
0.002638,6.40E-05,,,,,
0.002638,6.40E-05,,,,,
0.003042,5.80E-05,,,,,
0.003042,5.80E-05,,,,,
0.003042,5.80E-05,,,,,
0.003042,5.80E-05,,,,,
0.003042,5.80E-05,,,,,
0.002634,5.80E-05,,,,,
0.002634,5.80E-05,,,,,
0.002634,5.80E-05,,,,,
0.002634,5.80E-05,,,,,
0.002634,5.80E-05,,,,,
0.00261,5.30E-05,,,,,
0.00261,5.30E-05,,,,,
0.00261,5.30E-05,,,,,
0.00261,5.30E-05,,,,,
0.00261,5.30E-05,,,,,
0.002639,6.00E-05,,,,,
0.002639,6.00E-05,,,,,
0.002639,6.00E-05,,,,,
0.002639,6.00E-05,,,,,
0.002639,6.00E-05,,,,,
0.00265,5.70E-05,,,,,
0.00265,5.70E-05,,,,,
0.00265,5.70E-05,,,,,
0.00265,5.70E-05,,,,,
0.00265,5.70E-05,,,,,
0.002642,9.00E-05,,,,,
0.002642,9.00E-05,,,,,
0.002642,9.00E-05,,,,,
0.002642,9.00E-05,,,,,
0.002642,9.00E-05,,,,,
0.002615,6.50E-05,,,,,
0.002615,6.50E-05,,,,,
0.002615,6.50E-05,,,,,
0.002615,6.50E-05,,,,,
0.002615,6.50E-05,,,,,
0.003061,6.30E-05,,,,,
0.003061,6.30E-05,,,,,
0.003061,6.30E-05,,,,,
0.003061,6.30E-05,,,,,
0.003061,6.30E-05,,,,,
0.002661,5.80E-05,,,,,
0.002661,5.80E-05,,,,,
0.002661,5.80E-05,,,,,
0.002661,5.80E-05,,,,,
0.002661,5.80E-05,,,,,
0.00267,5.90E-05,,,,,
0.00267,5.90E-05,,,,,
0.00267,5.90E-05,,,,,
0.00267,5.90E-05,,,,,
0.00267,5.90E-05,,,,,
0.002641,6.50E-05,,,,,
0.002641,6.50E-05,,,,,
