RESOLUTION,640,480,,,,
et_capture,et_sharpen,et_gray,et_binary,deadline_miss,jitter in the frame,execution jitter
0.076779,0.098455,0.000991,0.003995,0,-0.173221,-0.069779
0.07703,0.097301,0.000988,0.003693,0,-0.17297,-0.070988
0.075109,0.097403,0.001011,0.003774,0,-0.174891,-0.072703
0.073081,0.097383,0.000986,0.003715,0,-0.176919,-0.074834
0.074655,0.097365,0.000976,0.003763,0,-0.175345,-0.07324
0.072978,0.097514,0.002136,0.003679,0,-0.177022,-0.073694
0.070753,0.097276,0.000988,0.003708,0,-0.179247,-0.077275
0.068984,0.097553,0.00103,0.003748,0,-0.181016,-0.078684
0.070608,0.097497,0.000965,0.003753,0,-0.179392,-0.077178
0.068602,0.097293,0.000944,0.003736,0,-0.181398,-0.079425
0.066918,0.097625,0.000994,0.00377,0,-0.183082,-0.080693
0.068438,0.097495,0.001031,0.003688,0,-0.181562,-0.079348
0.066241,0.097407,0.001033,0.003759,0,-0.183759,-0.08156
0.108464,0.097401,0.000936,0.003835,0,-0.141536,-0.039364
0.106149,0.09742,0.000944,0.003706,0,-0.143851,-0.041781
0.104233,0.09753,0.0011,0.003731,0,-0.145767,-0.043407
0.106124,0.097437,0.000956,0.00368,0,-0.143876,-0.041803
0.103836,0.097374,0.000972,0.003765,0,-0.146164,-0.044053
0.101726,0.097414,0.00097,0.003739,0,-0.148274,-0.046151
0.099853,0.097337,0.000986,0.003659,0,-0.150147,-0.048165
0.101648,0.097367,0.000959,0.003701,0,-0.148352,-0.046325
0.099582,0.097476,0.000982,0.0037,0,-0.150418,-0.048261
0.097481,0.097496,0.001033,0.003773,0,-0.152519,-0.050217
0.099309,0.097438,0.001001,0.003777,0,-0.150691,-0.048474
0.097241,0.097454,0.001035,0.003777,0,-0.152759,-0.050493
0.094917,0.097329,0.000386,0.003167,0,-0.155083,-0.054202
0.094917,0.097329,0.000386,0.003167,0,-0.155083,-0.054202
0.095045,0.097525,0.001001,0.003842,0,-0.154955,-0.052587
0.092975,0.09762,0.001011,0.003934,0,-0.157025,-0.054459
0.090811,0.097466,0.001256,0.003761,0,-0.159189,-0.056707
,,,,,,
wcet_capture,wcet_sharpen,wcet_gray,wcet_binary,,,
0.108464,0.156857,0.002136,0.003995,,,
,,,,,,
DEADLINE,0.25,,,,,
,,,,,,
ALL UNITS,SECONDS,,,,,
