RESOLUTION,160,120,,,,,
et_capture,et_sharpen,et_gray,et_binary,et_total,deadline_miss,jitter in the frame,execution jitter
0.055892,0.006069,9.00E-05,0.000267,0.062318,0,-0.944108,-0.937681
0.05174,0.006027,8.20E-05,0.000241,0.05809,0,-0.94826,-0.941909
0.051509,0.006014,8.40E-05,0.000246,0.057853,0,-0.948491,-0.942147
0.047457,0.00607,9.30E-05,0.000234,0.053854,0,-0.952543,-0.946146
0.043312,0.00605,8.90E-05,0.000242,0.049693,0,-0.956688,-0.950307
0.083225,0.006078,9.60E-05,0.000239,0.089638,0,-0.916775,-0.910363
0.079195,0.006098,8.70E-05,0.000241,0.085621,0,-0.920805,-0.914378
0.07526,0.006089,9.10E-05,0.000237,0.081677,0,-0.92474,-0.918323
0.071083,0.005947,7.30E-05,0.000232,0.077335,0,-0.928917,-0.922665
0.066911,0.006068,8.40E-05,0.000229,0.073292,0,-0.933089,-0.926708
0.066864,0.00692,7.50E-05,0.000225,0.074084,0,-0.933136,-0.925915
0.062767,0.006026,8.00E-05,0.00023,0.069103,0,-0.937233,-0.930897
0.058742,0.006022,0.000104,0.000239,0.065107,0,-0.941258,-0.934893
0.054582,0.006026,8.30E-05,0.00024,0.060931,0,-0.945418,-0.939069
0.050476,0.006018,7.70E-05,0.000223,0.056794,0,-0.949524,-0.943205
0.050403,0.006012,8.20E-05,0.00023,0.056727,0,-0.949597,-0.943273
0.046345,0.006318,7.40E-05,0.000249,0.052986,0,-0.953655,-0.947014
0.042228,0.00602,7.00E-05,0.000223,0.048541,0,-0.957772,-0.951459
0.082185,0.006032,0.000106,0.000234,0.088557,0,-0.917815,-0.911444
0.07807,0.006053,7.30E-05,0.000246,0.084442,0,-0.92193,-0.915558
0.073999,0.0062,8.60E-05,0.000236,0.080521,0,-0.926001,-0.919479
0.069941,0.006025,0.00013,0.000238,0.076334,0,-0.930059,-0.923666
0.065906,0.006046,8.40E-05,0.000236,0.072272,0,-0.934094,-0.927727
0.065704,0.006067,0.000113,0.000232,0.072116,0,-0.934296,-0.927884
0.061681,0.006011,8.80E-05,0.000228,0.068008,0,-0.938319,-0.931993
0.057601,0.006121,8.80E-05,0.000237,0.064047,0,-0.942399,-0.935953
0.053498,0.006035,7.20E-05,0.000254,0.059859,0,-0.946502,-0.940141
0.049434,0.006066,7.70E-05,0.000231,0.055808,0,-0.950566,-0.944191
0.049319,0.006035,8.80E-05,0.00024,0.055682,0,-0.950681,-0.944318
0.085333,0.006027,0.000118,0.000237,0.091715,0,-0.914667,-0.908284
,,,,,,,
wcet_capture,wcet_sharpen,wcet_gray,wcet_binary,wcet_total,,,
0.085333,0.00692,0.00013,0.000267,0.09265,,,
,,,,,,,
DEADLINE,1,,,,,,
ALL UNITS,SECONDS,,,,,,
FPS,10,LOW MARGIN,,,,,
,9,,,,,,
,8,BETTER MARGIN,,,,,
