RESOLUTION,640,480,,,,,
et_capture,et_sharpen,et_gray,et_binary,et_total,deadline_miss,jitter in the frame,execution jitter
0.079962,0.098462,0.001048,0.003948,0.18342,0,-0.920038,-0.81658
0.078145,0.097207,0.000996,0.003689,0.180037,0,-0.921855,-0.819963
0.074112,0.097106,0.000946,0.003691,0.175855,0,-0.925888,-0.824146
0.070071,0.097261,0.001025,0.003742,0.172099,0,-0.929929,-0.827901
0.066149,0.097052,0.000981,0.003702,0.167884,0,-0.933851,-0.832116
0.105794,0.097124,0.001008,0.003788,0.207714,0,-0.894206,-0.792286
0.10195,0.097095,0.001037,0.003746,0.203828,0,-0.89805,-0.796171
0.097762,0.097193,0.000977,0.003733,0.199665,0,-0.902238,-0.800335
0.093792,0.09719,0.000987,0.003747,0.195716,0,-0.906208,-0.804285
0.093489,0.097117,0.000956,0.003759,0.195321,0,-0.906511,-0.804678
0.089385,0.097222,0.000979,0.003743,0.191329,0,-0.910615,-0.808671
0.085351,0.097124,0.000958,0.003714,0.187147,0,-0.914649,-0.812854
0.081419,0.097166,0.000969,0.003704,0.183258,0,-0.918581,-0.816741
0.077489,0.097267,0.000997,0.003744,0.179497,0,-0.922511,-0.820503
0.077108,0.097113,0.000998,0.00376,0.178979,0,-0.922892,-0.821021
0.073016,0.097097,0.000974,0.003711,0.174798,0,-0.926984,-0.825202
0.069257,0.097373,0.001009,0.003768,0.171407,0,-0.930743,-0.828592
0.065073,0.097248,0.001015,0.003726,0.167062,0,-0.934927,-0.832938
0.104865,0.097324,0.00098,0.003726,0.206895,0,-0.895135,-0.793105
0.100823,0.096991,0.001034,0.003779,0.202627,0,-0.899177,-0.797372
0.096635,0.097174,0.001015,0.003797,0.198621,0,-0.903365,-0.801379
0.092633,0.097132,0.001026,0.003783,0.194574,0,-0.907367,-0.805426
0.092538,0.097092,0.000964,0.003755,0.194349,0,-0.907462,-0.805651
0.088547,0.097193,0.001004,0.003707,0.190451,0,-0.911453,-0.809549
0.084388,0.097197,0.001013,0.003774,0.186372,0,-0.915612,-0.813628
0.080394,0.104272,0.001059,0.00369,0.189415,0,-0.919606,-0.810585
0.07637,0.097171,0.001035,0.003713,0.178289,0,-0.92363,-0.821711
0.076339,0.097343,0.00103,0.003726,0.178438,0,-0.923661,-0.821562
0.072201,0.097097,0.000976,0.003671,0.173945,0,-0.927799,-0.826055
0.068071,0.097089,0.000982,0.003661,0.169803,0,-0.931929,-0.830198
,,,,,,,
wcet_capture,wcet_sharpen,wcet_gray,wcet_binary,wcet_total,,,
0.105794,0.104272,0.001059,0.003948,0.215073,,,
,,,,,,,
DEADLINE,1,,,,,,
ALL UNITS,SECONDS,,,,,,
,,,,,,,
FPS,4,LOW MARGIN,,,,,
,"2,3",BETTER MARGIN,,,,,
